FD003_Proposed_0.2_optuna_model_best_cv_dict_05_23_16_30_44,13.884257473813387,2.455645055030141,483.62025623321534,220.44833237444885
FD003_AttBiLSTM_optuna_model_best_cv_dict_05_23_17_34_43,24.88749979207754,1.666954291778879,2617.3839292049406,1673.6738733466966
FD003_DoubleAttention_model_best_cv_dict_05_23_18_39_18,27.331413407857006,0.42249108857387935,5740.862736487388,721.3974247552447
FD003_GRU_optuna_model_best_cv_dict_05_23_19_16_13,21.769271041566352,3.635211731523892,1350.3878214597703,976.5195668906723
FD003_LSTM_optuna_model_best_cv_dict_05_23_20_19_38,21.645937663348406,2.206639697611309,1122.3479536294938,382.2567869308235
FD003_MLPMixer_optuna_model_best_cv_dict_05_23_21_25_50,21.62596739596076,11.341571606193002,2336.559586715698,3622.8855026608608
FD003_ViT_optuna_model_best_cv_dict_05_23_22_32_17,21.16717194991398,2.2938845229195857,1068.4604413747788,429.69097084564726
FD003_ResNet18_optuna_model_best_cv_dict_05_24_00_04_46,13.555948678414376,0.8588071382067307,281.87800958156583,94.3563848385
FD003_Proposed_0.2_optuna_model_best_cv_dict_07_19_12_23_47,15.009752158718626,1.5267449448089967,347.51566832065583,80.18128062148793,"[17.81072961970898, 14.39988440647431, 13.628474526236074, 13.829756987070047, 15.37991525410371]","[481.0474741458893, 385.3401256799698, 278.5685142278671, 258.3227392435074, 334.29948830604553]"
FD003_Proposed_0.2_optuna_model_best_cv_dict_07_19_14_38_48,13.88562964,0.688987542,258.4022509,23.8059145,"[15.134989830753973, 14.074254791451908, 14.914661052959577, 13.454264688023551, 13.099338020174292]","[514.5905051231384, 244.68982470035553, 299.3178468942642, 240.63152885437012, 248.9698030948639]"
FD003_Proposed_0.2_optuna_model_best_cv_dict_07_19_16_22_25,15.492372607783219,1.3093344667637745,399.1647548675537,89.92190427526295,"[14.93296138533002, 15.023770765907685, 17.634122224481427, 16.125453732328047, 13.745554930868911]","[416.3358473777771, 425.31024265289307, 531.1437246799469, 369.2603689432144, 253.77359068393707]"
